"","C_No_Treatment","C_Treatment_A","C_Treatment_B","E_No_Treatment","E_Treatment_A","E_Treatment_B"
"26",122630.071386497,291739.472135668,267302.460681755,20.966368208507,22.9524486735469,21.5980027888462
"27",105775.070201115,275570.28149066,219283.35663164,21.7939658473352,23.4050948461425,22.7566146008992
"28",113436.478652168,288223.456800129,269906.026038798,20.6670664497983,22.26423919549,21.4240304554098
"29",107010.22924775,260633.854192738,226251.035004699,21.5004045111126,23.0213332052352,22.3985069912385
"30",120332.064174658,279013.075451918,249591.345279632,21.3644162866705,23.1043937068021,22.080072757247
"31",116455.993409113,322765.204604941,319226.095987867,19.4800186307963,21.3570274094368,19.8476450974286
"32",125241.320012638,319203.998903946,305482.633112403,19.807111318981,21.8960939991152,20.5367920975109
"33",108980.107395677,296951.615874223,269581.533768411,21.0570596460953,22.5744283423041,21.9501249766682
"34",109062.696779348,275881.32040282,250881.388461051,20.7378677795853,22.4740544059181,21.6901529073432
"35",113996.783125901,288622.778627315,261116.546460381,20.605520710469,22.2530689622243,21.5752031549486
"36",119788.504301113,300736.153783051,273169.913752268,20.7423630923729,22.7277416150168,21.4982298484934
"37",122950.843062262,325203.624942781,303753.757834552,20.4737478990018,22.2688156311949,20.9808124236015
"38",117120.088152241,284198.654992215,274286.988601879,21.5026030918169,23.0396282838893,22.1182047258849
"39",104758.446060235,261910.709424267,212670.176665009,21.7348279415537,23.1598792478408,22.8414159572552
"40",130237.278162398,322872.877573596,287318.891495921,20.5129659013366,22.4455246737053,21.3408922887614
"41",110377.054489808,257478.621253166,222962.516650312,22.2362973818438,23.7100688854841,23.1588647783991
"42",111967.414129092,271353.160958026,251991.109948657,22.1228150627825,23.7089539694472,22.7021463255774
"43",120079.3215779,298500.670932257,266390.188781606,20.7504819597812,22.3219763803176,21.7597370985727
"44",137935.716373741,357105.157911075,346806.350441392,19.0394465621043,21.3720037608215,19.6174794476687
"45",91262.244672945,207804.083425397,175694.38233403,23.3344200755779,24.5685361408152,24.0073167959407
"46",103819.635331688,264320.465904807,252767.446817919,20.8632962974197,22.5252417272069,21.4631780536016
"47",111525.013493479,291644.785120498,269999.117309146,20.9132795296431,22.7706290029743,21.6394846560453
"48",121915.16041537,299230.934938946,273120.048846104,20.3227803975263,22.4209712998916,20.9515602812149
"49",122053.877413057,279444.514501725,259846.783594736,21.2792969559092,23.2661007998674,21.9881972738232
"50",107969.557017921,256724.172573897,233594.666824377,22.238443869012,24.1330228727886,22.8369482010223
"51",112849.204562879,308987.163194194,266742.065258584,20.1522393534982,21.9518166055995,21.1408562004863
"52",112902.482088256,312555.077164564,291175.599794733,21.0350785622345,22.6311122832186,21.6276559607557
"53",106289.797388452,276499.188476722,257604.864307077,21.1304189915292,22.8903666387507,21.8458647085317
"54",118576.113560361,277528.659053334,272653.617288918,20.6460876859016,22.4985869230077,21.4482991438283
"55",122129.228470163,272934.918294931,261176.998689045,20.9743955034423,22.8223635695764,21.6063659988345
"56",106269.188378991,287589.443559921,265642.154856734,21.2052419763991,22.6077593009729,21.9138429539715
"57",114024.208656809,263953.4155822,238277.386047898,21.613243724616,23.3120044603783,22.3726183011421
"58",107204.798804684,280564.25893089,251776.981145016,20.4399786334183,22.0891871987756,21.4428752073866
"59",113462.822896018,260496.938990324,249558.826603739,21.8718350213953,23.5213748859798,22.5511373371649
"60",115804.811744908,301680.914057296,259136.888366272,21.2266872589125,22.903132003037,21.9609983339349
"61",124452.118028916,277167.799170804,262588.627869758,21.3948312825857,23.0822981369588,22.0804051498967
"62",112870.469817018,291923.072788769,271218.253173896,21.0528417693483,22.6897991654536,21.6989870288381
"63",110510.696602967,264465.294490201,254110.800775086,21.7347562310755,23.2918710971508,22.3441816783266
"64",119028.19548702,288171.590418298,248794.968259129,20.8442402040515,22.6792208339615,21.8543032536445
"65",102659.634489382,284645.402766656,260536.570501637,20.9115615417813,22.5310045099008,21.7074515101476
"66",114001.333590922,293561.013586887,270232.2142014,20.9601737787102,22.7978564274605,21.6964502283854
"67",119415.647639422,311663.123603411,290261.640896234,20.8614075138296,22.4236265389776,21.6512332664612
"68",129994.924511264,336893.93600056,315855.12043114,20.4423352943665,22.1975407285441,21.101849051888
"69",120081.625091403,319923.850749251,303134.273113775,20.0072568391076,21.805941010335,20.8493552764079
"70",98269.7755123462,239349.020727135,221513.035603775,22.2811800392519,23.594947688693,22.8846745151279
"71",110154.428231943,305405.737596085,281745.218389952,19.9269785187212,22.1550382588682,20.5093031260701
"72",110238.212585471,253221.408575543,238992.314571213,22.310975514221,23.6946684879025,22.8904422609256
"73",112538.373827254,270335.967222557,229593.695621676,22.0209982487848,23.8086614374002,22.8325186140048
"74",123462.893983322,319498.762563593,292312.894277876,20.7760154652949,22.2979415502891,21.5931354507416
"75",107975.403490786,253218.981791346,231123.847753912,21.5184074466655,23.2690408484811,22.232211866722
"76",100701.031796283,225499.790463211,218375.114368544,22.8092894944276,24.1678478382882,23.4740336543763
"77",109145.249063297,284502.561251063,249200.338188736,21.4901799902592,23.0611577177661,22.555151303939
"78",117502.413130368,269722.405775962,261118.870606577,21.4361219627931,23.2559479508999,21.9951241690924
"79",109618.570566685,280067.004447931,263671.708437826,21.2916413903156,22.7255432461406,21.9233441515906
"80",109635.624564929,275770.006607865,241278.821371015,21.8723534334183,23.39399905558,22.7378879992919
"81",111978.026044157,296416.116906664,268452.825196007,21.082643582578,22.7692782081383,21.8233687137466
"82",108546.198122277,291587.699509112,263768.800710071,20.6791463194421,22.2411361916671,21.476158866767
"83",114905.648187502,335368.493253736,310354.192792894,19.7059433861643,21.497262497992,20.6115249991568
"84",119480.979790951,293628.275567209,274411.501382646,20.5506030062639,22.6111468352374,21.3226035988672
"85",107681.875240093,261611.093810277,245981.204359888,21.9671008107983,23.4018063883959,22.7677281249561
"86",118286.284366916,282327.883180587,243069.462949776,21.3755891134484,23.1047312853143,22.4359695207658
"87",122471.567194793,263162.825789867,258277.535914267,21.5781337653129,23.6539347212891,22.1263013004446
"88",116985.467386741,287405.397223401,265787.274337585,20.6660278283722,22.6920217898206,21.5495561836782
"89",123694.506976837,312319.377285923,287217.014355457,20.5808223857042,22.5715714629407,21.3653489304818
"90",111989.285459873,298509.481064282,278850.641078369,20.6804095205529,22.35494987972,21.373551309755
"91",117262.829437621,288517.127632687,257073.816983903,21.5411350927056,23.1441479725405,22.2471614064872
"92",114952.649436272,263646.550425726,229656.489236557,21.8888705719489,23.539292423112,22.7824254576403
"93",106287.736167795,243628.637839018,224741.547300135,22.1472576158797,23.5432753258361,22.7698562254812
"94",121929.840962126,301290.851726242,268929.325725749,21.1942518172819,23.1557801432234,22.0094676795333
"95",115900.025682471,289147.376244167,258736.94281865,20.5346112289459,22.2815879084004,21.3642468491457
"96",114294.283785138,247392.673376942,239441.752559065,21.8311985021268,23.7443299447119,22.3031928573796
"97",107869.092100042,265930.566380436,256531.461386445,21.9432648646656,23.4502399977454,22.4722237049967
"98",121815.76719755,294294.174232456,283185.782595641,20.7536694999795,23.0598767502527,21.3475498387167
"99",111519.619262104,310894.141247645,281937.712640833,19.1751789774776,21.0872984298578,20.3731394344124
"100",123987.549791925,317721.005067127,296455.64891919,20.248558184141,22.1031832718252,20.8817347498365
"101",97829.9489051658,232519.433876986,208874.686297823,22.726349460159,24.0656936931442,23.4815960986119
"102",116552.472807407,303670.818726531,286664.720220854,20.7443303341655,22.488479125513,21.3653572622202
"103",110570.649107146,303601.51618874,276779.420220468,20.6790554773267,22.4129677173332,21.3985314346533
"104",122156.437336219,302974.74901061,267614.202406606,20.5858141486233,22.4539583463813,21.3664420308304
"105",114338.482684591,258298.0882386,239070.721921986,22.211801429208,23.8945020660133,22.8278842407967
"106",110953.279735835,292780.586080807,265766.905656837,20.7656274113817,22.3302080565071,21.4370587540544
"107",122914.352879862,316227.57397641,288677.609529061,20.0940510050654,21.7885168115666,21.1678169352548
"108",122710.421436365,276308.619514945,245212.189217508,22.0997502799838,23.7676364588888,22.8477594100581
"109",115963.508517436,334130.35640549,304456.878737081,19.271157955457,21.4318963127818,19.979699060372
"110",105495.278850545,243376.769645075,229663.293079157,22.2157224953092,23.7715011024699,22.7362521518309
"111",123055.867294622,300209.439717909,275928.889752724,20.7329887267017,22.752731407279,21.5477607531277
"112",112573.096564447,274193.479850493,251698.388307497,20.823831808893,22.5984009632203,21.6006186145646
"113",104087.807274256,266245.862982695,235045.566246578,21.54141041614,23.1822724292621,22.4736845609393
"114",114124.744304665,307324.54246001,265282.366216186,20.4590740652612,21.9530482682449,21.3682931490161
"115",102416.649536953,251310.366122162,231804.478156496,22.2739359740276,23.7249450487972,22.7949912934268
"116",118722.224872333,302203.543596654,271879.358199041,20.6811562977391,22.6385533221614,21.440550151676
"117",106737.66892471,270734.829744535,247567.371309453,21.586116618775,23.1234991021318,22.4184707798407
"118",123409.942647502,279224.515362403,256888.772595704,21.310180445358,23.2289389984043,21.8924115462729
"119",114427.81983378,265229.569283603,256558.508603845,21.4929036157835,23.5528370089194,21.8738191768997
"120",118350.374716765,300078.204918419,284634.010449459,20.0398057042802,21.8164272677343,20.9518980251364
"121",112850.029092028,279337.454117248,246779.498474527,21.7366921052455,23.569002070336,22.322460716036
"122",116640.795030549,287785.779676312,241527.676719018,21.0295521099891,22.8533702985127,21.924950284451
"123",109796.788857163,255442.687672378,226280.514731182,21.7229437755946,23.4073654732002,22.6593090487986
"124",108390.235554261,304530.324261465,293464.98513641,20.2852377469757,21.9938716704104,21.0391878784427
"125",121559.850861315,322282.982880865,302195.028702561,19.235143495071,21.1550998886207,20.207586844709
"126",110844.490409388,284835.587944506,278561.941200183,21.4197914128267,23.1597478099127,21.8735134168806
"127",109854.539756198,282038.417419951,246629.949462324,21.4800332476642,22.9026868544887,22.3666521738399
"128",112582.408581436,300862.443215333,281036.635764487,20.8959776065613,22.5917926048366,21.6940123736298
"129",113875.598095316,301106.947028642,269213.944430707,20.8276822708097,22.5757065233236,21.7045818403939
"130",120172.275098047,318585.556302969,279765.146125483,20.3411236440495,22.4578937277087,21.1767528589768
"131",123609.124280358,293206.80728313,268173.543400479,20.7800968414808,22.7345608729238,21.4911118636852
"132",117089.376177639,323067.496998157,275706.334259058,20.3943817417445,22.0653783132015,21.3299137128757
"133",110857.47916073,303952.556813174,289422.749989813,20.2849496694861,21.9635529725785,20.8722963851901
"134",120256.82910382,304904.474646259,288095.546697899,20.53708512193,22.3773001749195,21.1501256785064
"135",107841.644737331,259553.468149939,224258.413493914,21.9032713784015,23.3367688178547,22.7992052425126
"136",130971.62775985,327243.702726951,316110.067997961,19.8064085261476,22.0010446410782,20.5033266914543
"137",116979.02774148,297512.250538398,267843.114775422,21.0610482026883,22.5010136101937,21.8024502299599
"138",110162.055411789,267113.705507748,233762.199882004,21.9805961689011,23.3621010302724,22.9649801509314
"139",119366.490025801,280749.983694928,236457.74716255,21.8409949448028,23.6461850469255,22.6260383341738
"140",124631.747332151,298337.09603471,280030.771532847,21.255817263746,22.9351247416004,21.8694568399046
"141",124316.605344636,292998.966606379,259758.10995906,20.9360924763667,22.9448888250992,21.6923340848744
"142",125041.762438339,334168.805677291,309869.523739034,20.115791313931,21.8097934774867,21.0032966686999
"143",118778.331006499,280693.870984307,265169.49698337,21.3890533382659,23.000348277314,21.9260529838399
"144",115284.19944796,274876.538265871,279913.027641424,21.5746473497989,23.3466432412577,21.9405107913536
"145",100169.156385403,239079.630650921,214732.139260951,22.1045466541416,23.6320802457253,22.6392830710646
"146",120152.747760128,297418.749439529,261349.429597786,20.6680205398484,22.3088537561005,21.5963981188798
"147",110078.330464889,268128.369238258,223969.95649093,22.0696782398003,23.5245997441407,22.9669680504191
"148",109190.960706544,261709.480311351,234725.237472002,21.6033736099627,23.0145849041274,22.5434144021152
"149",110906.113516154,274540.268401164,255051.018533942,20.8436340194835,22.5386292134618,21.6652319104501
"150",101165.585037588,240804.837290287,229455.803338637,21.9750832688964,23.3296960657799,22.8458743302659
"151",96052.8954053042,253365.478565321,205929.958797406,21.682034219801,23.1115333245215,22.7017019453743
"152",127346.688924703,317330.952230282,303571.85858953,20.1063965980338,21.9565958469034,20.8470075254223
"153",118213.947606338,281144.414602789,273811.767156807,21.1349478073398,22.9629142532148,21.8039606020368
"154",116687.81389346,304197.929668143,289459.028137437,20.8045296220801,22.5483012477478,21.4516182748569
"155",105492.897757392,232396.088137539,205184.81788262,22.4252628056514,23.8337292346643,23.2711541887329
"156",98415.9867040006,254298.528744656,227065.78774746,22.1022998679563,23.7198891801203,22.9043976652102
"157",123876.262336525,292232.215033732,266398.903288358,21.0553928856671,22.4802975437927,22.0817980638199
"158",114553.080444394,290848.286054557,257251.051291837,20.6530821891842,22.274178140417,21.4784452392371
"159",121694.976825842,295071.342760807,276382.22312058,20.4815311418284,22.181386552431,21.5203139435343
"160",119341.147941418,322422.759263461,306594.436349966,20.164548446154,21.7854024018418,20.8698780806207
"161",120150.13045,276062.388680709,251247.398952208,21.2050088861702,23.1301926374038,21.9808301413365
"162",122606.3629645,290176.754166543,263101.093851892,20.5528668194968,22.2534256651012,21.5977669254896
"163",111922.742857424,280916.907917521,246688.348548301,21.0096849717766,22.907277276295,21.7607480639257
"164",116197.413747222,280390.819118528,250841.008472314,21.461650473231,23.0890090569893,22.2039544421408
"165",112446.651714317,285138.636083989,244055.860143683,21.7242510128048,23.3295243723747,22.6091453755106
"166",120564.256890328,286873.195101364,246071.654162208,21.4444572101263,23.2553991970523,22.2810962102041
"167",105572.601657428,253475.324594991,249611.200976289,22.0423860062536,23.3504403080476,22.4336946297932
"168",120373.668813128,276607.019424967,247395.966163632,21.3830742559225,23.1874799438476,22.2392569152558
"169",121496.186652907,298508.88418804,262506.394833853,20.8172304912392,22.8362375109639,21.7121062648963
"170",115627.410434867,310570.793281538,284530.469351953,19.6338839947429,21.6361366430877,20.5032323819254
"171",120667.213847196,276344.500931943,247901.165045779,21.9110308475291,23.4931954995726,22.7412378045428
"172",109120.42305153,285530.085493169,263607.128034748,21.5735868759843,23.1186008451252,22.1033532187767
"173",117125.638689652,270817.670165314,249456.163858966,21.8571583562657,23.4784804892072,22.5923028787885
"174",112869.994113306,267851.558969492,255647.026235738,21.6176548037633,23.1677341274682,22.3368999407146
"175",112822.694350302,293412.526723326,265391.885555256,21.0069273362505,22.6530110897134,21.7818818140918
"176",102825.775787768,241184.397123846,229956.67177394,21.4292262461546,23.2069995368288,22.228162115021
"177",119473.394594107,323265.510870449,289548.616937865,20.3017884376488,21.9844861278589,21.3460994479223
"178",125553.041308221,340265.128712628,309823.255148268,20.1985470313369,21.8997779229089,20.9113515941501
"179",107992.462269125,269788.505891062,247243.861068307,21.4923392431401,23.1806753919899,22.2062032205908
"180",129309.395323292,326965.772609045,288519.675276877,19.6388530864604,21.702396406006,20.7018454052874
"181",120498.12219305,293261.923677852,254458.534084089,21.0009704778735,22.710509678439,21.9395031118454
"182",111257.410289116,285545.487840613,273461.931854257,20.0722827456402,22.2333512023684,20.8700599751013
"183",108205.145383433,265485.696537326,238083.02887378,21.0081932989018,22.494846699224,21.8789163094297
"184",110377.001645347,278921.823260715,254012.335661712,21.3323653481024,22.8313958660699,22.2570569443435
"185",115064.604920777,269781.602289647,233610.596767948,21.4509342106659,23.1620058829591,22.4544723142285
"186",108165.890003659,276886.602181816,265466.711671365,20.6773711078028,22.3173037466279,21.3402311883404
"187",124080.551399992,282987.595349724,260272.28806091,21.6148662806527,23.3839475400566,22.235024808274
"188",117941.242595743,271934.725643562,249101.891500074,21.1439747060324,22.776982062623,22.0052438757684
"189",115074.043016418,289215.287277045,246533.076394561,20.9759019254128,22.7927461247302,21.9831291039073
"190",120677.89568313,323384.306626464,294965.176641231,19.5380858435765,21.7190619629313,20.4605926304835
"191",120470.074105373,304671.523692101,286582.501530112,21.0658612072679,22.7152050824627,21.8948198295917
"192",111852.823842137,289306.82828857,256707.270344105,21.444851578131,22.9137381296545,22.3993140012455
"193",126684.482148449,319411.839497905,269345.830301229,20.4960509911121,22.544895554123,21.3864881334723
"194",111183.2445463,267454.245060995,247266.534141342,21.2708763603202,22.909399030526,22.1778234323155
"195",117982.389116094,293107.918321676,270063.321232433,20.9015720373276,22.6668874341584,21.6621258333678
"196",112010.69889696,269559.06685303,247680.215209078,21.3233181411256,22.7801028045333,22.2562082777918
"197",107276.911572018,255897.699596677,241013.01529895,21.3312014650082,23.0555702786572,21.9303471186792
"198",122141.052990843,314220.946914341,283172.569527483,20.7302886099117,22.3898064141755,21.5252563828172
"199",129218.124353728,336948.590523485,303743.530415707,19.8048834427463,21.6824792550595,20.8178878982254
"200",130057.402251787,297220.384016192,290176.247732084,20.2094918910575,22.3705517558384,20.9346709056532
"201",122254.846779636,308380.571783638,279014.402640391,19.8321044384753,21.861827915841,20.8052813634762
"202",101531.941588036,249063.89834389,209595.457826588,22.8396444987682,24.1739576293271,23.5922749953839
"203",109329.74232518,278871.82390571,247342.817556587,21.0368731913332,23.0220921150559,21.7756362359977
"204",97980.4899943314,229268.98812463,202351.437769654,22.3481720831517,23.9103852911511,23.1369650449389
"205",120300.207390883,309937.464996685,277084.443157927,21.3390452362056,22.9217397727261,22.1015579342199
"206",117352.986529941,287274.859129186,248244.466194921,21.1411349655179,23.113882983295,22.0279423862678
"207",115466.785285282,291349.34216978,251369.714319088,21.0019682780956,23.0592684497198,21.655053686488
"208",111916.6565287,266420.31907529,244585.350631491,21.8224870790497,23.2162861480095,22.6453082942556
"209",128994.871724888,299664.873533295,280790.826787262,21.2022070308622,22.8831202985748,22.0046107594017
"210",109866.829892398,321048.494290006,289818.738363819,20.2145457502216,21.838191161187,21.2515045926286
"211",109070.827961998,263810.673296098,251996.973561587,21.6279699513252,23.2336300997915,22.3103091336076
"212",103183.51245451,259324.243748141,228771.825651324,21.4095491717761,22.8818043270611,22.5678909041955
"213",120624.973225099,311823.64051527,270228.467335096,20.6516497438592,22.6187580301985,21.5206721615649
"214",119881.253161059,297583.359602543,261237.765620201,21.2313782922108,23.0850223627518,22.0322172984063
"215",127044.372965816,342171.819597766,306387.023138787,19.2291965583511,21.3309669252324,20.2240180305389
"216",118849.206029621,296542.258502047,261927.801782356,20.992719132781,22.6650799700698,21.9550846469359
"217",109382.44252626,248624.882967959,235579.118484766,21.5657565800644,23.1192828795748,22.3962558042075
"218",107279.118916422,269521.670061992,264240.946842367,21.0130172934095,22.589490521719,21.5188606396861
"219",111066.609013419,261259.299450804,220403.505760046,21.5368619408234,23.5214736095178,22.3799738580158
"220",117685.005794271,278517.138065202,243452.196850585,21.9199789143443,23.5460562251499,22.74540587397
"221",105199.715299778,263909.536729348,240150.498349527,21.3985053921322,23.1647402275723,22.1634204430898
"222",112625.360500726,288400.825349572,270113.054230956,21.0184439340689,22.8827039703489,21.5881160073503
"223",108124.250987972,284443.381283132,251982.940647223,21.4245215573956,22.9359057499711,22.0560045649195
"224",115048.182760269,278131.974526529,236314.781815266,21.5082461710473,23.2067364678164,22.4132445530363
"225",115625.032231495,301212.403171121,265527.251680197,20.7351879738672,22.3737248953606,21.9005826329215
"226",118817.277927403,312210.049480513,296804.998304395,20.1364868582118,21.9234445616478,20.8384040996666
"227",104748.738349898,247414.752556263,228310.795849801,21.5905569269066,23.2893748645865,22.326318287171
"228",114688.374162151,311075.806657117,287494.133279318,19.3774165154259,21.3259507047568,20.2303035256315
"229",109945.57837615,276473.290311861,261453.065699344,20.8324150448595,22.705707641574,21.5735563472862
"230",103586.225033279,240424.902480593,218750.780187189,21.9491007943141,23.4270985871108,22.6181982711877
"231",115480.728682968,289223.752183277,273533.549256986,20.7608098825229,22.7550200536695,21.3969601626536
"232",107782.367869375,281867.537252057,247906.071110143,21.3081726927706,23.0177708440432,22.0680180391934
"233",110823.223287501,268017.824569186,240725.995232425,21.164369980852,22.6777617393911,22.0690618121765
"234",116145.740258038,286021.760345597,265095.851096792,21.1274362740738,22.9466501480247,21.9550611577584
"235",118617.913889157,270015.588510405,245894.064312276,21.8630174250378,23.6865593125299,22.4524642903208
"236",117361.912555906,264666.667220057,248370.654311431,22.1956500563383,24.0812681500469,22.7883740410998
"237",114275.571177672,264801.305420638,249708.36773546,21.7568182298819,23.4267782039768,22.314305817067
"238",120916.283402914,305719.354110689,286960.059769013,20.4760441549631,22.4032214904036,21.4137333221218
"239",121616.805208043,282850.952607143,249505.050853711,21.5404094398019,23.0706331284777,22.3742778954945
"240",122673.245899689,328281.139458826,292756.097160544,20.1025432484256,22.0704079854552,20.8332085463466
"241",118079.84846909,288780.625509807,256564.02659265,20.8273288317523,22.5513030080931,21.735478402103
"242",114517.446218439,311606.653101597,281901.057518985,19.9723720794652,21.8348532485326,20.8855653013147
"243",111938.627575657,296464.298014495,265182.91569,20.5951279644054,22.0851809316686,21.4625973827547
"244",134546.658504608,326721.166031984,317162.226362382,19.5404679450132,21.71973260823,20.186994632314
"245",110243.305520426,277811.815476861,255127.725035927,21.176946860206,22.7717097340471,21.9777317060167
"246",130221.920201215,314709.742858578,292147.451651038,19.8376428297755,22.2176263270374,20.6337730376823
"247",127565.015454718,321428.903512143,297806.250413582,19.8288354375312,21.7261658069206,20.9130399804431
"248",122008.284808918,293789.101442765,309072.543830375,20.677158117725,22.7467791222329,20.9735169267787
"249",126318.090308107,304153.799218816,259219.63932719,20.80670442564,22.6887728719635,21.6654540489699
"250",108666.586901522,251505.724943559,231119.135910352,22.3097625734183,24.0011076465238,22.8161986478393
"251",110283.421282336,268462.798812073,262947.408183011,21.6997620182601,23.3791436372821,22.0927373772379
"252",116925.079771892,295582.659049081,274848.893623584,21.065123233855,22.64481328894,21.7345197487717
"253",114608.666818319,300393.800775535,273156.859183244,21.1768389214584,22.9380123847196,21.7966713656989
"254",123741.539110103,282681.316736133,253463.392947223,21.7714953132906,23.4519217608012,22.5000669133867
"255",106681.603248679,269551.546375669,219646.761662459,22.0537165188543,23.7411080699293,22.8691516983363
"256",124714.326191597,310318.773187606,271285.129290535,20.6611523684642,22.5481293408254,21.5099629162869
"257",117361.849383298,284260.225883265,259266.94032551,21.3077070541761,22.9478174640902,22.0908993778207
"258",122661.426335444,300884.001323842,260545.757942697,21.209605308912,22.9740004871224,22.0910826425114
"259",113632.775369631,291091.604049513,268863.785937863,20.7585637147292,22.4405212879106,21.6002767704549
"260",124842.668217446,317071.606267977,275681.627477639,20.3545419732667,22.3149991707159,21.1712259385578
"261",114005.893147185,248566.689509049,217307.5263491,22.3897690690389,24.0236235116016,23.0884101987283
"262",117011.617753208,272675.656766037,257701.576894515,22.1869417549088,23.6859470873787,22.865397765911
"263",112429.865483526,273899.723641695,245279.2611207,20.8968038331456,22.5443582714536,21.7305865187994
"264",115705.717842974,286163.825226769,241267.787018973,21.425213635854,23.0644869014059,22.452605831844
"265",119497.396031898,328375.634420262,277061.471180794,19.7649860527181,21.8175079202965,20.8584479533263
"266",116109.51159385,282491.718924181,238590.43852827,21.6449614784253,23.2899898139377,22.6172328701954
"267",106659.896184627,238212.702944658,223922.021356913,21.7409144126463,23.4650332656498,22.5864353631961
"268",117373.540638792,311974.963942708,291601.483970008,20.433791808518,22.1356523724729,21.3149556644877
"269",114420.406294485,293445.230093011,272252.647484712,20.3984553713155,22.4514069347393,21.3104692601218
"270",103848.693401388,320840.001453038,289776.669343548,20.5320605770939,22.1630007211065,21.2837307099589
"271",114713.550199491,302968.627544382,274491.941992909,20.4348091083689,22.1253460885644,21.3838714366342
"272",113461.077248255,304167.373940747,277010.876736442,20.3147160425704,21.9978464183005,21.0732317768105
"273",126069.211983318,354230.832857834,315142.443674324,19.2774129183614,21.179569342689,20.320671774567
"274",129679.322047209,326808.535207653,306721.730331364,19.6153857404418,21.6854461034877,20.3268348380857
"275",117519.726999942,270027.627140452,255843.396518111,20.9603561938753,22.8614896859584,21.8203924575132
"276",105141.643983942,253874.557679975,251268.326908306,21.5031709611526,23.0835781026765,22.2493740652312
"277",111599.082007933,267225.810737304,257832.200059273,20.9509262564387,22.7730313097877,21.5956793638583
"278",122793.297692692,314824.872692492,310367.853676045,19.8059352520233,21.7463343164203,20.6712422911062
"279",115527.896237761,273844.752607252,261826.074445888,21.2166390883148,22.8846560091375,21.8632136381595
"280",111933.384190245,281421.429483565,249140.009514839,21.2883550975822,23.1792371811508,22.2497266179583
"281",133959.951235304,335416.515191661,291416.563201034,20.1652325137981,22.4234418335062,20.9960451224255
"282",117854.558785833,309113.648537313,284328.091532707,20.2081378385063,22.1195989901665,20.8493556449427
"283",121842.83679293,311918.32601781,275834.59046676,20.3606054194965,22.2908249178383,21.2687771603954
"284",101867.003185285,294418.981371611,262233.669145,21.0266908645402,22.6418180409503,21.9354892902645
"285",113541.62300397,280273.032794651,275532.138278255,20.9701395835226,22.8808155180103,21.416436611945
"286",107881.865245786,257295.800349973,225469.549179925,21.5855973270366,23.0302701957636,22.5141484174877
"287",121629.759490741,291246.101822021,267871.762098318,20.6189921580177,22.3942067737234,21.5167253233835
"288",119971.696066921,306580.167521631,270054.485867327,20.8614924780618,22.8258319377365,21.630219099745
"289",105148.529904535,259461.980984095,239685.677270952,21.0242343328751,22.6335489264185,21.9849336216467
"290",118588.909822433,319202.974135809,304907.75044658,20.114131034963,21.7598659686544,20.9483022842441
"291",104923.880602867,252707.323107647,230730.702228471,21.9459624999145,23.4319378009654,22.5568245572223
"292",116105.401907627,328206.603090701,285566.741012998,20.615956541507,22.1496274281646,21.5116582540783
"293",120822.494493783,304295.233811419,284375.379306653,19.7757526719864,21.7928651977283,20.6809661099463
"294",103683.537987407,262382.875399137,237722.341749119,21.2754052756751,23.0654885572279,22.1747944714749
"295",115445.061086264,288506.678223736,258826.497159022,20.9531809356761,22.6748589304353,21.9477096951549
"296",121485.123356918,313098.709192623,276383.572629049,20.1184750959978,22.2455026108149,21.0327094927405
"297",119831.353398201,307311.155618288,276874.367696021,20.1045278260415,22.0585495659075,20.776764559862
"298",108309.894877863,247380.584883604,235362.887052947,22.6687580659638,24.2714415915755,23.132630720652
"299",127981.003276237,319658.350014368,290521.436864752,20.5323056323525,22.2125979405221,21.3239122403129
"300",111791.074706517,279111.459418265,246501.820584925,20.9172647812791,22.8595228622257,21.6865940692227
"301",112888.24796179,274542.87349364,267167.171759308,21.0766637663024,22.7239304886425,21.5992007943837
"302",103776.071298647,256011.882351766,250815.695661399,21.936524137976,23.3781341349736,22.4019753991428
"303",121827.227131646,305775.987878312,287723.856841267,19.9690041723088,22.1047415512591,20.9027045430008
"304",114399.837659673,252571.991728807,243678.984423045,21.9227421386973,23.8310319427528,22.5968524204076
"305",126381.667960522,309275.077375922,274033.729437028,20.9334349644309,22.5813007387894,21.9736738780699
"306",109339.775068891,278879.407674878,257626.375256929,20.5429064018222,22.3944305110729,21.4234323705477
"307",102014.272134605,241887.504824512,217149.71292843,22.0967388345255,23.6078661161278,22.7713510646881
"308",109640.469837339,272444.361485793,257365.569821422,21.4593353379263,22.8892931743838,22.0455225368425
"309",114730.101399455,304659.346871411,269964.983041873,20.5821920145674,22.4113932416484,21.6112383214141
"310",126306.478201271,308703.0393095,286359.218881038,20.7995192540022,22.5950411669274,21.5646124983228
"311",99461.1885565978,237734.033578512,206203.746035497,22.0996644545312,23.4765681309619,23.1206455099681
"312",114605.451964636,295231.424083241,273659.009880177,20.7183984508106,22.3069374335436,21.4381791213717
"313",109893.775496542,289907.660338924,267819.816619556,20.198665272919,22.0660821746097,21.1171810880581
"314",91688.7323260679,217851.386280515,192954.705786869,22.9044166716838,24.1298707995366,23.8003189531678
"315",115048.630692984,301552.479419418,274291.111562441,20.888001092189,22.6307150205623,21.6503970892319
"316",122840.956803256,321470.603372369,294634.597261964,20.108639145803,21.9219161512775,20.8080432316907
"317",103574.08144258,236798.145507189,217046.947708992,22.3474158541803,23.8195765655721,23.1517704211239
